cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	6	man	23	1	0.549966837820772
small	valid	6	man	23	1	0.425889292858516
big	valid	6	man	23	1	0.521079905255764
small	valid	6	man	23	1	0.507673254540875
big	valid	6	man	23	1	0.58153833756666
small	valid	6	man	23	1	0.757822059900229
big	valid	6	man	23	1	0.724051416263845
small	valid	6	man	23	1	0.568741537944392
big	valid	6	man	23	1	0.634024945746889
small	valid	6	man	23	1	0.578406228908909
big	valid	6	man	23	1	0.691697053611338
small	valid	6	man	23	1	0.567565610912703
big	valid	6	man	23	1	0.542481285313948
small	valid	6	man	23	0	0.595639922038598
big	valid	6	man	23	1	0.644284837705544
small	valid	6	man	23	1	0.687893435162282
big	valid	6	man	23	1	0.610853839782333
small	valid	6	man	23	1	0.550903187821406
big	valid	6	man	23	1	0.554632227597369
small	valid	6	man	23	1	0.498722583557419
big	valid	6	man	23	1	0.622596162848842
small	valid	6	man	23	1	0.508693104883662
big	valid	6	man	23	1	0.474044177955094
small	valid	6	man	23	1	0.630660181172429
big	valid	6	man	23	0	0.573791258296998
small	valid	6	man	23	0	0.464980050838686
big	valid	6	man	23	1	0.751025443729334
small	valid	6	man	23	1	0.635612767799287
big	valid	6	man	23	1	0.576659247963381
small	valid	6	man	23	1	0.597731391699023
big	valid	6	man	23	1	0.884236432604136
small	valid	6	man	23	1	0.70536348533205
big	valid	6	man	23	1	0.475469031659718
small	valid	6	man	23	1	0.52033768042424
big	valid	6	man	23	0	0.508011174631776
small	valid	6	man	23	1	0.562128366769495
big	valid	6	man	23	1	0.596160781904038
small	valid	6	man	23	1	0.524268378230935
big	valid	6	man	23	1	0.604826466666191
small	valid	6	man	23	1	0.741668667531735
big	valid	6	man	23	1	0.592086837705196
small	valid	6	man	23	1	0.542594186086461
big	valid	6	man	23	1	0.5456950103704
small	valid	6	man	23	1	0.708427662215069
big	valid	6	man	23	1	0.628625432281943
small	valid	6	man	23	1	0.579445114022751
big	valid	6	man	23	1	0.672462708306367
small	valid	6	man	23	1	0.59212537217656
big	valid	6	man	23	1	0.442997629015371
small	valid	6	man	23	1	0.609591265820782
big	valid	6	man	23	1	0.625541346374889
small	valid	6	man	23	1	0.528611788912868
big	valid	6	man	23	1	0.628662809173901
small	valid	6	man	23	1	0.412274048889548
big	valid	6	man	23	1	0.60066346128434
small	valid	6	man	23	1	0.523054167493654
big	valid	6	man	23	0	0.49028307157878
small	valid	6	man	23	1	0.65518503358769
big	valid	6	man	23	1	0.424172661334445
small	valid	6	man	23	1	0.462194281557561
big	valid	6	man	23	1	0.537372392476517
small	valid	6	man	23	1	0.554450753266565
big	valid	6	man	23	1	0.495544833575043
small	valid	6	man	23	1	0.739043817342773
big	valid	6	man	23	1	0.672049549132059
small	valid	6	man	23	1	0.419004447653695
big	valid	6	man	23	1	0.710056063329345
small	valid	6	man	23	1	0.68787497596193
big	valid	6	man	23	1	0.595331088935509
small	valid	6	man	23	0	0.504234445580089
big	valid	6	man	23	1	0.514370491887059
small	valid	6	man	23	1	0.641759606668678
big	valid	6	man	23	1	0.609482401810909
small	valid	6	man	23	1	0.534394957027312
big	valid	6	man	23	1	0.624047702788958
small	valid	6	man	23	0	0.48884512657783
big	valid	6	man	23	1	0.431710883799369
small	valid	6	man	23	1	0.609712718319674
big	valid	6	man	23	1	0.537774285942313
small	valid	6	man	23	1	0.441168485692578
big	invalid	6	man	23	1	0.455582496013107
small	invalid	6	man	23	1	0.515311767146786
big	invalid	6	man	23	1	0.816533717287946
small	invalid	6	man	23	1	0.581938901928395
big	invalid	6	man	23	1	0.425779181885735
small	invalid	6	man	23	1	0.692261675378793
big	invalid	6	man	23	1	0.69460362994323
small	invalid	6	man	23	1	0.552370430271375
big	invalid	6	man	23	1	0.5859447622931
small	invalid	6	man	23	1	0.638250626226088
big	invalid	6	man	23	1	0.509894688162249
small	invalid	6	man	23	1	0.573768096977147
big	invalid	6	man	23	1	0.675052845672434
small	invalid	6	man	23	1	0.482507619916557
big	invalid	6	man	23	1	0.585325551412412
small	invalid	6	man	23	1	0.579694810527415
big	invalid	6	man	23	1	0.415282180382666
small	invalid	6	man	23	1	0.574946675971741
big	invalid	6	man	23	1	0.580753552764187
small	invalid	6	man	23	1	0.559770480172514
big	invalid	6	man	23	1	0.577878808289575
small	invalid	6	man	23	1	0.78671868696548
big	invalid	6	man	23	1	0.854374248347353
small	invalid	6	man	23	1	0.603325745731243
big	invalid	6	man	23	1	0.47933340325856
small	invalid	6	man	23	1	0.586199324622009
big	invalid	6	man	23	1	0.63858563489576
small	invalid	6	man	23	1	0.547383147861242
big	invalid	6	man	23	1	0.786009377433281
small	invalid	6	man	23	1	0.629507535724875
big	invalid	6	man	23	1	0.534487722568842
small	invalid	6	man	23	1	0.538241579862589
big	invalid	6	man	23	1	0.606408515671852
small	invalid	6	man	23	1	0.453320898960138
big	invalid	6	man	23	1	0.609342269452102
small	invalid	6	man	23	1	0.597703583790074
big	invalid	6	man	23	1	0.510276355689022
small	invalid	6	man	23	1	0.505643094660628
big	invalid	6	man	23	1	0.607752781026477
small	invalid	6	man	23	1	0.615857514890756
big	invalid	6	man	23	1	0.714693975167571
small	invalid	6	man	23	1	0.537149105779867
big	invalid	6	man	23	1	0.625858114481574
small	invalid	6	man	23	1	0.592462060060844
big	invalid	6	man	23	1	0.741047024562859
small	invalid	6	man	23	1	0.467691885431394
big	invalid	6	man	23	1	0.50877215395144
small	invalid	6	man	23	1	0.457638960202055
big	invalid	6	man	23	1	0.482083243622386
small	invalid	6	man	23	0	0.509549073469701
big	invalid	6	man	23	1	0.893977214796365
small	invalid	6	man	23	1	0.616557785672364
big	invalid	6	man	23	1	0.553063454210803
small	invalid	6	man	23	1	0.694119784942295
big	invalid	6	man	23	1	0.482692706557914
small	invalid	6	man	23	1	0.572413990383209
big	invalid	6	man	23	1	0.590887560259006
small	invalid	6	man	23	1	0.561932461009656
big	invalid	6	man	23	1	0.618953870693617
small	invalid	6	man	23	1	0.622322698380977
big	invalid	6	man	23	1	0.604483376510827
small	invalid	6	man	23	1	0.620644105517223
big	invalid	6	man	23	1	0.40920388351664
small	invalid	6	man	23	1	0.569204853940067
big	invalid	6	man	23	1	0.702867896414524
small	invalid	6	man	23	1	0.550968260714563
big	invalid	6	man	23	1	0.631861520494925
small	invalid	6	man	23	1	0.613400550559676
big	invalid	6	man	23	1	0.503535269976459
small	invalid	6	man	23	1	0.566291515203334
big	invalid	6	man	23	1	0.46687713705089
small	invalid	6	man	23	1	0.668561327180525
big	invalid	6	man	23	0	0.490130484358268
small	invalid	6	man	23	1	0.696491983908782
big	invalid	6	man	23	1	0.555171465740567
small	invalid	6	man	23	1	0.469845933908972
big	invalid	6	man	23	1	0.612699203364458
small	invalid	6	man	23	1	0.514333785905926
big	invalid	6	man	23	1	0.721598818250599
small	invalid	6	man	23	1	0.605061932026606
big	invalid	6	man	23	1	0.52747584814614
small	invalid	6	man	23	1	0.584160193247507
big	invalid	6	man	23	1	0.509717738443109
small	invalid	6	man	23	1	0.601669862397088
big	invalid	6	man	23	1	0.561308209859112
small	invalid	6	man	23	1	0.498658261344987
big	invalid	6	man	23	1	0.666548672740442
small	invalid	6	man	23	1	0.63242903405041
big	invalid	6	man	23	0	0.513676027011925
small	invalid	6	man	23	1	0.629139358404535
big	invalid	6	man	23	1	0.511458929387044
small	invalid	6	man	23	1	0.494210146156465
big	invalid	6	man	23	1	0.614038654428771
small	invalid	6	man	23	1	0.468384819352299
big	invalid	6	man	23	1	0.611864341119193
small	invalid	6	man	23	1	0.796499096456574
big	invalid	6	man	23	1	0.572049039404201
small	invalid	6	man	23	1	0.513242472772846
big	invalid	6	man	23	1	0.550396799636901
small	invalid	6	man	23	1	0.588607663520279
big	invalid	6	man	23	1	0.556335391237112
small	invalid	6	man	23	1	0.583088911305504
big	invalid	6	man	23	1	0.503008312839691
small	invalid	6	man	23	1	0.497782426458011
big	invalid	6	man	23	1	0.385574013906768
small	invalid	6	man	23	1	0.640584454482276
big	invalid	6	man	23	1	0.704432855618913
small	invalid	6	man	23	1	0.688857301026094
big	invalid	6	man	23	1	0.609412921198708
small	invalid	6	man	23	1	0.457926772000207
big	invalid	6	man	23	1	0.552306784625244
small	invalid	6	man	23	1	0.618236113797545
big	invalid	6	man	23	1	0.544459513962999
small	invalid	6	man	23	1	0.737894943925481
big	invalid	6	man	23	1	0.651891271027272
small	invalid	6	man	23	1	0.416350445643603
big	invalid	6	man	23	1	0.607618468725922
small	invalid	6	man	23	1	0.382993926342281
big	invalid	6	man	23	1	0.588033742043589
small	invalid	6	man	23	1	0.673456628386458
big	invalid	6	man	23	1	0.634553757529585
small	invalid	6	man	23	1	0.672903035858145
big	invalid	6	man	23	1	0.553552328844077
small	invalid	6	man	23	1	0.569374990106588
big	invalid	6	man	23	1	0.627775667864167
small	invalid	6	man	23	1	0.608633767914314
big	invalid	6	man	23	1	0.460776404423679
small	invalid	6	man	23	1	0.727952912952696
big	invalid	6	man	23	1	0.613950093432454
small	invalid	6	man	23	1	0.61666968722387
big	invalid	6	man	23	1	0.560201127964995
small	invalid	6	man	23	1	0.699916465354884
big	invalid	6	man	23	1	0.605080821430569
small	invalid	6	man	23	1	0.57465420596201
big	invalid	6	man	23	1	0.643145713431305
small	invalid	6	man	23	1	0.60933041363759
big	invalid	6	man	23	1	0.556128759002278
small	invalid	6	man	23	1	0.721124054322136
big	invalid	6	man	23	1	0.664298225682642
small	invalid	6	man	23	1	0.500451586085146
big	invalid	6	man	23	1	0.48179330460596
small	invalid	6	man	23	1	0.670050862905964
