cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	5	woman	23	1	0.560628290086989
small	valid	5	woman	23	1	0.539670009695396
big	valid	5	woman	23	1	0.621919060057285
small	valid	5	woman	23	1	0.523547069109808
big	valid	5	woman	23	1	0.636309186128723
small	valid	5	woman	23	1	0.662464856666833
big	valid	5	woman	23	1	0.677793805298621
small	valid	5	woman	23	1	0.466593474228059
big	valid	5	woman	23	1	0.603825754190039
small	valid	5	woman	23	1	0.518021248978365
big	valid	5	woman	23	1	0.581160129133152
small	valid	5	woman	23	1	0.501756294168321
big	valid	5	woman	23	99	0
small	valid	5	woman	23	1	0.513643175862816
big	valid	5	woman	23	1	0.562228857467395
small	valid	5	woman	23	0	0.711189165068054
big	valid	5	woman	23	1	0.609965042327542
small	valid	5	woman	23	1	0.569147622310587
big	valid	5	woman	23	1	0.708516709683583
small	valid	5	woman	23	1	0.60890404029481
big	valid	5	woman	23	1	0.57528891668912
small	valid	5	woman	23	1	0.567638621762569
big	valid	5	woman	23	1	0.589274127480265
small	valid	5	woman	23	1	0.521065604996496
big	valid	5	woman	23	1	0.580719279106323
small	valid	5	woman	23	0	0.630105537421948
big	valid	5	woman	23	1	0.543303468253124
small	valid	5	woman	23	1	0.510358971838261
big	valid	5	woman	23	1	0.567192762808688
small	valid	5	woman	23	1	0.65758817923638
big	valid	5	woman	23	1	0.501486908041815
small	valid	5	woman	23	1	0.675268391663889
big	valid	5	woman	23	0	0.605433832504559
small	valid	5	woman	23	1	0.504556633386328
big	valid	5	woman	23	1	0.638056727512905
small	valid	5	woman	23	1	0.577293983389482
big	valid	5	woman	23	1	0.667163571619435
small	valid	5	woman	23	1	0.487500759510585
big	valid	5	woman	23	1	0.680307867625818
small	valid	5	woman	23	1	0.509972637149708
big	valid	5	woman	23	0	0.632904090675291
small	valid	5	woman	23	1	0.435544716960243
big	valid	5	woman	23	1	0.475668976917399
small	valid	5	woman	23	1	0.55764319444649
big	valid	5	woman	23	1	0.685618496566749
small	valid	5	woman	23	1	0.636498513265844
big	valid	5	woman	23	1	0.638332047161936
small	valid	5	woman	23	1	0.649662928253362
big	valid	5	woman	23	1	0.653006651828576
small	valid	5	woman	23	1	0.572442996397284
big	valid	5	woman	23	1	0.71936852207292
small	valid	5	woman	23	1	0.632865254158858
big	valid	5	woman	23	0	0.682980761140509
small	valid	5	woman	23	1	0.431147449191269
big	valid	5	woman	23	1	0.585049667184856
small	valid	5	woman	23	1	0.706651770730617
big	valid	5	woman	23	1	0.61875677041552
