cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	12	man	24	1	0.521864223268164
small	valid	12	man	24	1	0.589265624172998
big	valid	12	man	24	1	0.492665843337331
small	valid	12	man	24	1	0.494729238475134
big	valid	12	man	24	1	0.563340570983526
small	valid	12	man	24	1	0.629746199510472
big	valid	12	man	24	1	0.634789355885982
small	valid	12	man	24	0	0.632647236382909
big	valid	12	man	24	1	0.612722592663643
small	valid	12	man	24	1	0.623990781838955
big	valid	12	man	24	1	0.762107524500686
small	valid	12	man	24	1	0.806907357757482
big	valid	12	man	24	1	0.581644381871089
small	valid	12	man	24	1	0.463088274980673
big	valid	12	man	24	1	0.600050653530326
small	valid	12	man	24	1	0.529888062836739
big	valid	12	man	24	1	0.662568292491778
small	valid	12	man	24	1	0.714955656005476
big	valid	12	man	24	1	0.589269869615964
small	valid	12	man	24	1	0.656936305239274
big	valid	12	man	24	1	0.513975160634067
small	valid	12	man	24	1	0.694397903250576
big	valid	12	man	24	1	0.644725857213525
small	valid	12	man	24	1	0.595095456295781
big	valid	12	man	24	1	0.594986707440994
small	valid	12	man	24	1	0.569644821545144
big	valid	12	man	24	1	0.542142494834846
small	valid	12	man	24	1	0.625449992824754
big	valid	12	man	24	1	0.593245567436807
small	valid	12	man	24	0	0.593358392070069
big	valid	12	man	24	1	0.571929276899566
small	valid	12	man	24	1	0.451583822103279
big	valid	12	man	24	1	0.609590762836683
small	valid	12	man	24	1	0.561355108092644
big	valid	12	man	24	0	0.532532705179047
small	valid	12	man	24	1	0.466795097925733
big	valid	12	man	24	1	0.584610055957556
small	valid	12	man	24	1	0.498425840940157
big	valid	12	man	24	1	0.60348978575365
small	valid	12	man	24	1	0.549536098239489
big	valid	12	man	24	1	0.465765024602465
small	valid	12	man	24	1	0.568972527420136
big	valid	12	man	24	1	0.663731850119857
small	valid	12	man	24	1	0.595339515247418
big	valid	12	man	24	1	0.556205026830742
small	valid	12	man	24	1	0.619789600554488
big	valid	12	man	24	1	0.649009385568774
small	valid	12	man	24	1	0.649189910872928
big	valid	12	man	24	1	0.687721062237624
small	valid	12	man	24	1	0.620851507455791
big	valid	12	man	24	1	0.616952703534768
small	valid	12	man	24	1	0.575191984765631
big	valid	12	man	24	1	0.631057451186299
small	valid	12	man	24	1	0.658063277521813
big	valid	12	man	24	0	0.531768789098605
small	valid	12	man	24	1	0.396236479196845
big	valid	12	man	24	1	0.454419558405425
small	valid	12	man	24	1	0.787693727867405
big	valid	12	man	24	0	0.486714745964863
small	valid	12	man	24	0	0.655004350692132
big	valid	12	man	24	1	0.516302223513005
small	valid	12	man	24	1	0.533830892342141
big	valid	12	man	24	1	0.556985429149628
small	valid	12	man	24	1	0.538536896113796
big	valid	12	man	24	1	0.69546001299144
small	valid	12	man	24	1	0.672671074458105
big	valid	12	man	24	1	0.564091049298253
