cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	4	woman	29	1	0.945246180047919
small	valid	4	woman	29	99	0
big	valid	4	woman	29	99	0
small	valid	4	woman	29	1	0.467055575568414
big	valid	4	woman	29	1	0.672826752769633
small	valid	4	woman	29	0	0.613218131789213
big	valid	4	woman	29	1	0.75456259840176
small	valid	4	woman	29	1	0.672769927506664
big	valid	4	woman	29	1	0.729593175356131
small	valid	4	woman	29	1	0.573877482471176
big	valid	4	woman	29	1	0.632216810341968
small	valid	4	woman	29	1	0.640665411463438
big	valid	4	woman	29	1	0.565817635162508
small	valid	4	woman	29	1	0.534654967252511
big	valid	4	woman	29	1	0.628217166348115
small	valid	4	woman	29	1	0.808312214744512
big	valid	4	woman	29	1	0.703155903959954
small	valid	4	woman	29	1	0.699277896666812
big	valid	4	woman	29	1	0.50039923655807
small	valid	4	woman	29	1	0.593219048020703
big	valid	4	woman	29	1	0.720836060912452
small	valid	4	woman	29	1	0.613448108277057
big	valid	4	woman	29	0	0.641974035566716
small	valid	4	woman	29	1	0.707321581028387
big	valid	4	woman	29	0	0.54107463119667
small	valid	4	woman	29	1	0.559645317225511
big	valid	4	woman	29	1	0.715255286777652
small	valid	4	woman	29	1	0.618021683719107
big	valid	4	woman	29	1	0.633702225738728
small	valid	4	woman	29	1	0.702888038935898
big	valid	4	woman	29	1	0.627954478367633
small	valid	4	woman	29	1	0.751800204396097
big	valid	4	woman	29	0	0.611674480991652
small	valid	4	woman	29	0	0.594077013060984
big	valid	4	woman	29	1	0.764952466749381
small	valid	4	woman	29	1	0.431382190292012
big	valid	4	woman	29	1	0.600439352685494
small	valid	4	woman	29	1	0.578314555937217
big	valid	4	woman	29	1	0.655953051911237
small	valid	4	woman	29	1	0.664897329615903
big	valid	4	woman	29	1	0.645125967694264
small	valid	4	woman	29	1	0.771821682817536
big	valid	4	woman	29	1	0.612848110584555
small	valid	4	woman	29	1	0.641750009595651
big	valid	4	woman	29	1	0.866765977411925
small	valid	4	woman	29	1	0.607379966417213
big	valid	4	woman	29	1	0.782018201204891
small	valid	4	woman	29	1	0.747149055597747
big	valid	4	woman	29	1	0.594245500809367
small	valid	4	woman	29	1	0.654594024134024
big	valid	4	woman	29	1	0.698994992236976
small	valid	4	woman	29	0	0.653922428265873
big	valid	4	woman	29	1	0.839530238848892
small	valid	4	woman	29	1	0.731624782821912
big	valid	4	woman	29	1	0.566011697208876
small	valid	4	woman	29	1	0.67818084295788
big	valid	4	woman	29	1	0.603066326512581
small	valid	4	woman	29	1	0.664178996330564
big	valid	4	woman	29	1	0.636038903580982
small	valid	4	woman	29	1	0.564729431102051
big	valid	4	woman	29	1	0.8339230938605
small	valid	4	woman	29	1	0.746158221463726
big	valid	4	woman	29	1	0.723647377901867
small	valid	4	woman	29	1	0.676464812796463
big	valid	4	woman	29	1	0.677081458023068
small	valid	4	woman	29	1	0.605666510871934
big	valid	4	woman	29	0	0.581210069900494
small	valid	4	woman	29	1	0.575144278271413
big	valid	4	woman	29	1	0.627219874496096
small	valid	4	woman	29	1	0.613238169415768
big	valid	4	woman	29	1	0.715846975301367
small	valid	4	woman	29	0	0.69773727513923
big	valid	4	woman	29	1	0.715460373766935
small	valid	4	woman	29	1	0.588777708801335
big	valid	4	woman	29	1	0.779483186413055
small	valid	4	woman	29	1	0.639379128580912
big	valid	4	woman	29	1	0.598231138564339
small	valid	4	woman	29	1	0.664182366307741
big	valid	4	woman	29	0	0.731216576581369
small	valid	4	woman	29	1	0.738179021058917
big	invalid	4	woman	29	1	0.759147111838018
small	invalid	4	woman	29	1	0.637809351703541
big	invalid	4	woman	29	1	0.65193424958192
small	invalid	4	woman	29	1	0.637936024070665
big	invalid	4	woman	29	1	0.712457271730924
small	invalid	4	woman	29	1	0.796388099641462
big	invalid	4	woman	29	1	0.657718080325773
small	invalid	4	woman	29	1	0.677980028174046
big	invalid	4	woman	29	1	0.781169352916675
small	invalid	4	woman	29	1	0.435913892884504
big	invalid	4	woman	29	1	0.614022471536798
small	invalid	4	woman	29	1	0.553462613981605
big	invalid	4	woman	29	1	0.674701767940225
small	invalid	4	woman	29	99	0
big	invalid	4	woman	29	1	0.797514387274047
small	invalid	4	woman	29	1	0.628855650248454
big	invalid	4	woman	29	1	0.502975129714509
small	invalid	4	woman	29	1	0.758777874014746
big	invalid	4	woman	29	1	0.524148173256751
small	invalid	4	woman	29	1	0.69969809711497
big	invalid	4	woman	29	1	0.745736637599424
small	invalid	4	woman	29	1	0.662683499246267
big	invalid	4	woman	29	1	0.660994876274966
small	invalid	4	woman	29	1	0.721715861634451
big	invalid	4	woman	29	1	0.622383888882883
small	invalid	4	woman	29	1	0.781952377395459
big	invalid	4	woman	29	1	0.832994850855886
small	invalid	4	woman	29	1	0.671028984413737
big	invalid	4	woman	29	1	0.74970241063281
small	invalid	4	woman	29	1	0.584433905215908
big	invalid	4	woman	29	1	0.624394289844536
small	invalid	4	woman	29	1	0.682597798001772
big	invalid	4	woman	29	1	0.825857147250642
small	invalid	4	woman	29	1	0.904516540254831
big	invalid	4	woman	29	1	0.586629608176587
small	invalid	4	woman	29	1	0.590220021385598
big	invalid	4	woman	29	1	0.583700233269255
small	invalid	4	woman	29	1	0.747238171351018
big	invalid	4	woman	29	1	0.555282263083438
small	invalid	4	woman	29	1	0.668079956078011
big	invalid	4	woman	29	1	0.671048870147162
small	invalid	4	woman	29	1	0.51025329553395
big	invalid	4	woman	29	0	0.605014597056157
small	invalid	4	woman	29	1	0.612593363775618
big	invalid	4	woman	29	1	0.532312749735432
small	invalid	4	woman	29	1	0.675450109033651
big	invalid	4	woman	29	1	0.587332381485894
small	invalid	4	woman	29	1	0.500177943876711
big	invalid	4	woman	29	1	0.648592638040065
small	invalid	4	woman	29	1	0.648527757827334
big	invalid	4	woman	29	1	0.783048249284735
small	invalid	4	woman	29	0	0.633754340094541
big	invalid	4	woman	29	1	0.72428563475068
small	invalid	4	woman	29	1	0.64349924093442
big	invalid	4	woman	29	1	0.691789604539794
small	invalid	4	woman	29	1	0.734463365985906
big	invalid	4	woman	29	1	0.645896320244356
small	invalid	4	woman	29	0	0.617526125575692
big	invalid	4	woman	29	1	0.608503003104011
small	invalid	4	woman	29	1	0.546495544577229
big	invalid	4	woman	29	1	0.732361020402906
small	invalid	4	woman	29	1	0.59393409026399
big	invalid	4	woman	29	1	0.561901690962959
small	invalid	4	woman	29	1	0.621555412812458
big	invalid	4	woman	29	1	0.774949508863316
small	invalid	4	woman	29	1	0.868247532119709
big	invalid	4	woman	29	1	0.705819095429608
small	invalid	4	woman	29	1	0.851990620337208
big	invalid	4	woman	29	0	0.627026627451442
small	invalid	4	woman	29	1	0.882187465079496
big	invalid	4	woman	29	1	0.646793021008439
small	invalid	4	woman	29	1	0.536803337863161
big	invalid	4	woman	29	1	0.611960459239134
small	invalid	4	woman	29	1	0.809090330455551
big	invalid	4	woman	29	1	0.618236144189312
small	invalid	4	woman	29	1	0.552854489788226
big	invalid	4	woman	29	1	0.746526426240954
small	invalid	4	woman	29	0	0.585963800153025
big	invalid	4	woman	29	1	0.583768227845207
small	invalid	4	woman	29	1	0.637662857302639
big	invalid	4	woman	29	1	0.676379543010558
small	invalid	4	woman	29	1	0.589967398510938
big	invalid	4	woman	29	1	0.753653794355256
small	invalid	4	woman	29	1	0.705050335004529
big	invalid	4	woman	29	1	0.823977683516987
small	invalid	4	woman	29	1	0.516365562628257
big	invalid	4	woman	29	1	0.386381483221349
small	invalid	4	woman	29	1	0.589153542397614
big	invalid	4	woman	29	1	0.581015284161536
small	invalid	4	woman	29	1	0.529015854697458
big	invalid	4	woman	29	0	0.594635132549277
small	invalid	4	woman	29	1	0.712081175435028
big	invalid	4	woman	29	0	0.628369211840134
small	invalid	4	woman	29	1	0.720273542461724
big	invalid	4	woman	29	1	0.888284962524674
small	invalid	4	woman	29	1	0.732727595262366
big	invalid	4	woman	29	1	0.60151676685703
small	invalid	4	woman	29	1	0.706362466981237
big	invalid	4	woman	29	1	0.649316491703894
small	invalid	4	woman	29	1	0.867810125074826
big	invalid	4	woman	29	1	0.6555639116672
small	invalid	4	woman	29	0	0.670638036188004
big	invalid	4	woman	29	1	0.544944793617204
small	invalid	4	woman	29	1	0.614056357129033
big	invalid	4	woman	29	1	0.64230869403295
small	invalid	4	woman	29	1	0.729763765661168
big	invalid	4	woman	29	1	0.575197545727686
small	invalid	4	woman	29	1	0.543387452261531
big	invalid	4	woman	29	1	0.473516271544546
small	invalid	4	woman	29	1	0.678023161368541
big	invalid	4	woman	29	1	0.524277853310355
small	invalid	4	woman	29	1	0.559704536185132
big	invalid	4	woman	29	1	0.575449416867308
small	invalid	4	woman	29	1	0.58137570135257
big	invalid	4	woman	29	0	0.797884680189472
small	invalid	4	woman	29	1	0.807661812948574
big	invalid	4	woman	29	1	0.597470531609741
