cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	15	man	25	1	0.651725797699161
small	valid	15	man	25	1	0.694005651006905
big	valid	15	man	25	1	0.785294639011981
small	valid	15	man	25	1	0.659600236178812
big	valid	15	man	25	1	0.77673653819313
small	valid	15	man	25	1	0.646659710767155
big	valid	15	man	25	1	0.659037858907904
small	valid	15	man	25	1	0.847161149427554
big	valid	15	man	25	1	0.730187163085598
small	valid	15	man	25	1	0.666789113215304
big	valid	15	man	25	1	0.693913283621327
small	valid	15	man	25	1	0.673925312731319
big	valid	15	man	25	1	0.781798213087199
small	valid	15	man	25	1	0.614270915352532
big	valid	15	man	25	1	0.644059029453059
small	valid	15	man	25	1	0.624330531780172
big	valid	15	man	25	1	0.692751122122014
small	valid	15	man	25	1	0.559119822634548
big	valid	15	man	25	1	0.627164235522322
small	valid	15	man	25	1	0.644939342056022
big	valid	15	man	25	1	0.797293394199161
small	valid	15	man	25	1	0.776385186017233
big	valid	15	man	25	1	0.670733932791116
small	valid	15	man	25	1	0.825495427850167
big	valid	15	man	25	1	0.672951771151625
small	valid	15	man	25	1	0.585350245260108
big	valid	15	man	25	1	0.736826614153323
small	valid	15	man	25	1	0.553358769690102
big	valid	15	man	25	1	0.741487094680609
small	valid	15	man	25	1	0.621546117025752
big	valid	15	man	25	1	0.669244016000867
small	valid	15	man	25	1	0.565037476160949
big	valid	15	man	25	1	0.631309521742017
small	valid	15	man	25	1	0.619250734328549
big	valid	15	man	25	1	0.690166774364217
small	valid	15	man	25	1	0.810309667360931
big	valid	15	man	25	1	0.579704012831603
small	valid	15	man	25	1	0.861932198530303
big	valid	15	man	25	1	0.714482574581094
small	valid	15	man	25	1	0.6616996561657
big	valid	15	man	25	0	0.68149065397817
small	valid	15	man	25	1	0.802316346901423
big	valid	15	man	25	1	0.604618464186549
small	valid	15	man	25	1	0.720946030611158
big	valid	15	man	25	1	0.718771306806342
small	valid	15	man	25	1	0.729887618851012
big	valid	15	man	25	1	0.629829479783521
small	valid	15	man	25	1	0.663106482659944
big	valid	15	man	25	1	0.714257367834124
small	valid	15	man	25	1	0.748584813384433
big	valid	15	man	25	1	0.687489830451515
small	valid	15	man	25	1	0.57959334294288
big	valid	15	man	25	1	0.67667314038475
small	valid	15	man	25	1	0.62847052473549
big	valid	15	man	25	1	0.650891503189457
small	valid	15	man	25	1	0.547167688343555
big	valid	15	man	25	1	0.715494480327382
small	valid	15	man	25	1	0.601871748730056
big	valid	15	man	25	1	0.616900753033756
small	valid	15	man	25	1	0.807425142525107
big	valid	15	man	25	1	0.602761072240187
small	valid	15	man	25	0	0.673596551773122
big	valid	15	man	25	1	0.614626824803097
small	valid	15	man	25	1	1.01092480941548
big	valid	15	man	25	1	0.715667770907786
small	valid	15	man	25	1	0.649561114508238
big	valid	15	man	25	1	0.769487310830524
small	valid	15	man	25	1	0.691535392730472
big	valid	15	man	25	1	0.708633410529095
small	valid	15	man	25	1	0.832659646128088
big	valid	15	man	25	1	0.762035738673976
small	valid	15	man	25	1	0.661189665738367
big	valid	15	man	25	0	0.624373868207474
small	valid	15	man	25	1	0.572376477593943
big	valid	15	man	25	1	0.757547353210642
small	valid	15	man	25	1	0.83141589905616
big	valid	15	man	25	1	0.724159902414832
small	valid	15	man	25	1	0.543615459410971
big	valid	15	man	25	1	0.713861300200262
small	valid	15	man	25	1	0.689277018049379
big	invalid	15	man	25	1	0.638175750351157
small	invalid	15	man	25	1	0.917070334062019
big	invalid	15	man	25	1	0.83617062191651
small	invalid	15	man	25	1	0.749659583138275
big	invalid	15	man	25	1	0.675212561191721
small	invalid	15	man	25	1	0.658836523544086
big	invalid	15	man	25	1	0.659454863527281
small	invalid	15	man	25	1	0.574716419911854
big	invalid	15	man	25	1	0.754925580640594
small	invalid	15	man	25	1	0.660471876208901
big	invalid	15	man	25	1	0.71182431286581
small	invalid	15	man	25	1	0.614203176698798
big	invalid	15	man	25	1	0.779285735511067
small	invalid	15	man	25	1	0.720976529873738
big	invalid	15	man	25	1	0.6503090589416
small	invalid	15	man	25	1	0.79881275135742
big	invalid	15	man	25	1	0.973367299826981
small	invalid	15	man	25	1	0.841218491753107
big	invalid	15	man	25	1	0.623728028400849
small	invalid	15	man	25	1	0.559600570452136
big	invalid	15	man	25	1	0.435637537946669
small	invalid	15	man	25	1	0.601201384947684
big	invalid	15	man	25	1	0.703023903401501
small	invalid	15	man	25	1	0.831608250146401
big	invalid	15	man	25	1	0.799590711171673
small	invalid	15	man	25	1	0.81171332925533
big	invalid	15	man	25	1	0.73884450357921
small	invalid	15	man	25	1	0.810688294243298
big	invalid	15	man	25	1	0.663671283706441
small	invalid	15	man	25	1	0.571763113322367
big	invalid	15	man	25	1	0.687008191470063
small	invalid	15	man	25	1	0.635110793550888
big	invalid	15	man	25	1	0.756407613985077
small	invalid	15	man	25	1	0.657441660318685
big	invalid	15	man	25	1	0.619108871511277
small	invalid	15	man	25	1	0.722671060202303
big	invalid	15	man	25	1	0.708284520048061
small	invalid	15	man	25	1	0.969720300898695
big	invalid	15	man	25	1	0.667259238355493
small	invalid	15	man	25	1	0.752035108408218
big	invalid	15	man	25	1	0.567706512740045
small	invalid	15	man	25	1	0.784307769085467
big	invalid	15	man	25	1	0.777930123285523
small	invalid	15	man	25	1	0.694249063540151
big	invalid	15	man	25	1	0.598414748080179
small	invalid	15	man	25	1	0.603200946418874
big	invalid	15	man	25	1	0.766934244912114
small	invalid	15	man	25	1	0.768750092027779
big	invalid	15	man	25	1	0.650793065888889
small	invalid	15	man	25	1	0.776429312128073
big	invalid	15	man	25	1	0.647539025757636
small	invalid	15	man	25	0	0.678619423922625
big	invalid	15	man	25	1	0.607911796621012
