cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	13	man	23	1	0.67525089553141
small	valid	13	man	23	1	0.748930188310861
big	valid	13	man	23	1	0.770213268748888
small	valid	13	man	23	1	0.536388174812299
big	valid	13	man	23	1	0.735703667431241
small	valid	13	man	23	1	0.613709784242655
big	valid	13	man	23	1	0.814644368855102
small	valid	13	man	23	1	0.703797739460493
big	valid	13	man	23	0	0.881389013451213
small	valid	13	man	23	1	0.902725814301746
big	valid	13	man	23	1	0.799987516654005
small	valid	13	man	23	1	0.712235797006169
big	valid	13	man	23	1	0.722499129598037
small	valid	13	man	23	99	0
big	valid	13	man	23	1	0.756270553263811
small	valid	13	man	23	1	0.69133289443174
big	valid	13	man	23	1	0.680268115986002
small	valid	13	man	23	1	0.642015318246331
big	valid	13	man	23	1	0.752167923630586
small	valid	13	man	23	1	0.691421991646792
big	valid	13	man	23	1	0.80655864547044
small	valid	13	man	23	0	0.785641655930853
big	valid	13	man	23	1	0.711717836848249
small	valid	13	man	23	1	0.742415412459605
big	valid	13	man	23	1	0.731315679321434
small	valid	13	man	23	1	0.649340937731262
big	valid	13	man	23	0	0.672497330871703
small	valid	13	man	23	1	0.632258112473155
big	valid	13	man	23	1	0.761622081190813
small	valid	13	man	23	0	0.762843913672111
big	valid	13	man	23	1	0.745298490127634
small	valid	13	man	23	1	0.891940332240214
big	valid	13	man	23	1	0.836869519082013
small	valid	13	man	23	1	0.799446790747883
big	valid	13	man	23	1	0.793435049740696
small	valid	13	man	23	1	0.662950595841787
big	valid	13	man	23	1	0.738540482069729
small	valid	13	man	23	1	0.68031798542688
big	valid	13	man	23	1	0.71050271033955
small	valid	13	man	23	1	0.713259252741679
big	valid	13	man	23	1	0.793745273855557
small	valid	13	man	23	1	0.565916616650978
big	valid	13	man	23	1	0.797631712816508
small	valid	13	man	23	1	0.807964226640384
big	valid	13	man	23	1	0.711657158268016
small	valid	13	man	23	1	0.653855795574393
big	valid	13	man	23	1	0.706435918882424
small	valid	13	man	23	1	0.7129022018956
big	valid	13	man	23	1	0.788845650034809
small	valid	13	man	23	1	0.543825292950145
big	valid	13	man	23	1	0.924912809852506
small	valid	13	man	23	0	0.754284664981473
big	valid	13	man	23	1	0.68870131261697
small	valid	13	man	23	1	0.707816970148109
big	valid	13	man	23	1	0.992219647143066
small	valid	13	man	23	1	0.676005299755231
big	valid	13	man	23	1	0.922594065250801
small	valid	13	man	23	1	0.803766605325264
big	valid	13	man	23	1	0.712259530566526
small	valid	13	man	23	1	0.715060771936848
big	valid	13	man	23	1	0.685702462480137
small	valid	13	man	23	1	0.772881421206602
big	valid	13	man	23	1	0.690037664793761
small	valid	13	man	23	1	0.512337035986947
big	valid	13	man	23	1	0.660273075830873
small	valid	13	man	23	1	0.634723920473692
big	valid	13	man	23	1	0.639442397609807
small	valid	13	man	23	1	0.791573188716181
big	valid	13	man	23	1	0.749540145833072
small	valid	13	man	23	1	0.581388406441582
