cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	16	man	22	1	0.760720229526302
small	valid	16	man	22	1	0.704109161833044
big	valid	16	man	22	1	0.751403588542821
small	valid	16	man	22	1	0.740489139204932
big	valid	16	man	22	1	0.691629002469412
small	valid	16	man	22	0	0.731348057281917
big	valid	16	man	22	0	0.60621100763591
small	valid	16	man	22	1	0.49478935420998
big	valid	16	man	22	0	0.783739279747099
small	valid	16	man	22	1	0.727032346879185
big	valid	16	man	22	1	0.836568756528212
small	valid	16	man	22	1	0.603390902974567
big	valid	16	man	22	1	0.965913879721855
small	valid	16	man	22	1	0.779247843227486
big	valid	16	man	22	1	0.720410357883132
small	valid	16	man	22	1	0.680451505796916
big	valid	16	man	22	1	0.731826030151954
small	valid	16	man	22	1	0.710029573097258
big	valid	16	man	22	0	0.807541305323236
small	valid	16	man	22	1	0.493380409021891
big	valid	16	man	22	0	0.647450837519471
small	valid	16	man	22	1	0.655404636365887
big	valid	16	man	22	1	0.753853866079806
small	valid	16	man	22	0	0.539970348725856
big	valid	16	man	22	0	0.542437580297129
small	valid	16	man	22	1	0.773426521055842
big	valid	16	man	22	1	0.913724268789145
small	valid	16	man	22	1	0.731488438697857
big	valid	16	man	22	1	0.840113817301109
small	valid	16	man	22	1	0.619731807545655
big	valid	16	man	22	1	0.659880971446338
small	valid	16	man	22	1	0.700504946811685
big	valid	16	man	22	1	0.995799188418007
small	valid	16	man	22	1	0.784088017688103
big	valid	16	man	22	1	0.738049003872764
small	valid	16	man	22	1	0.754645384003707
big	valid	16	man	22	1	0.719519091612364
small	valid	16	man	22	1	0.753716592507889
big	valid	16	man	22	1	0.822506761936378
small	valid	16	man	22	1	0.570226201211304
big	valid	16	man	22	1	0.601840284309447
small	valid	16	man	22	1	0.78843522305781
big	valid	16	man	22	1	0.780299173955246
small	valid	16	man	22	1	0.637425697197254
big	valid	16	man	22	1	0.875639525334303
small	valid	16	man	22	1	0.591336499707112
big	valid	16	man	22	1	0.697601053172487
small	valid	16	man	22	1	0.603188929680599
big	valid	16	man	22	1	0.583201011417204
small	valid	16	man	22	1	0.906097163412175
big	valid	16	man	22	1	0.75266770115528
small	valid	16	man	22	1	0.816574736709221
big	valid	16	man	22	1	0.661483457074773
small	valid	16	man	22	1	0.644680412858616
big	valid	16	man	22	1	0.773762014339435
small	valid	16	man	22	1	0.671887486579743
big	valid	16	man	22	1	0.712752702746747
small	valid	16	man	22	1	0.688997241585023
big	valid	16	man	22	1	0.737057952253811
small	valid	16	man	22	1	0.726707447974339
big	valid	16	man	22	1	0.747583709901267
small	valid	16	man	22	1	0.611408117475456
big	valid	16	man	22	1	0.643130683958523
small	valid	16	man	22	1	0.680724769139838
big	valid	16	man	22	1	0.764236583244036
small	valid	16	man	22	1	0.685978009698908
big	valid	16	man	22	1	0.910248893394954
small	valid	16	man	22	1	0.618155472543084
big	valid	16	man	22	1	0.796515760496031
small	valid	16	man	22	1	0.580126936469593
big	valid	16	man	22	1	0.754564592109282
small	valid	16	man	22	1	0.568295545389798
big	valid	16	man	22	1	0.767691546145882
small	valid	16	man	22	1	0.682566935977925
big	valid	16	man	22	1	0.732332586255422
small	valid	16	man	22	0	0.523008862493699
big	valid	16	man	22	1	0.761186625152227
small	valid	16	man	22	1	0.810292195851636
big	valid	16	man	22	1	0.629277349351982
small	valid	16	man	22	1	0.65421817310959
big	invalid	16	man	22	1	0.562944814960061
small	invalid	16	man	22	1	0.615449882567718
big	invalid	16	man	22	1	0.658458723512723
small	invalid	16	man	22	1	0.622791424487533
big	invalid	16	man	22	1	0.578428672300565
small	invalid	16	man	22	1	0.541622178036974
big	invalid	16	man	22	1	0.647597852891525
small	invalid	16	man	22	1	0.687057198364107
big	invalid	16	man	22	1	0.633108559935488
small	invalid	16	man	22	1	0.606413129502473
big	invalid	16	man	22	1	0.482296081491346
small	invalid	16	man	22	1	0.667393560189074
big	invalid	16	man	22	1	0.57076040142311
small	invalid	16	man	22	1	0.612535843187083
big	invalid	16	man	22	1	0.727932589916795
small	invalid	16	man	22	1	0.789752463476421
big	invalid	16	man	22	1	0.535001162033114
small	invalid	16	man	22	1	0.668679505620449
big	invalid	16	man	22	1	0.7876385290773
small	invalid	16	man	22	1	0.782281817406724
big	invalid	16	man	22	0	0.61189601423628
small	invalid	16	man	22	0	0.553093638836671
big	invalid	16	man	22	1	0.624253647204901
