cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	7	woman	21	1	0.505925688870288
small	valid	7	woman	21	1	0.469354402371497
big	valid	7	woman	21	1	0.515167749176141
small	valid	7	woman	21	1	0.556138964839939
big	valid	7	woman	21	1	0.454566530385906
small	valid	7	woman	21	1	0.595061262043423
big	valid	7	woman	21	1	0.670513075223785
small	valid	7	woman	21	1	0.56528992225901
big	valid	7	woman	21	1	0.56681680681243
small	valid	7	woman	21	1	0.351250775236751
big	valid	7	woman	21	1	0.57757460122819
small	valid	7	woman	21	1	0.48224720417879
big	valid	7	woman	21	1	0.44216144430442
small	valid	7	woman	21	1	0.47578759908753
big	valid	7	woman	21	1	0.559733683414314
small	valid	7	woman	21	1	0.593602961159048
big	valid	7	woman	21	1	0.625851055866785
small	valid	7	woman	21	1	0.432246995896955
big	valid	7	woman	21	1	0.585806024233042
small	valid	7	woman	21	1	0.344429448479421
big	valid	7	woman	21	1	0.486305444072474
small	valid	7	woman	21	1	0.506399758704697
big	valid	7	woman	21	1	0.531313748706578
small	valid	7	woman	21	1	0.408632907216645
big	valid	7	woman	21	1	0.570408099904688
small	valid	7	woman	21	1	0.436046349607952
big	valid	7	woman	21	1	0.55194247466468
small	valid	7	woman	21	1	0.496618174758446
big	valid	7	woman	21	1	0.481749129773821
small	valid	7	woman	21	1	0.547706496733596
big	valid	7	woman	21	1	0.485268721716506
small	valid	7	woman	21	1	0.555516330915283
big	valid	7	woman	21	1	0.5574241592294
small	valid	7	woman	21	1	0.462313401937976
big	valid	7	woman	21	1	0.633413728888964
small	valid	7	woman	21	1	0.406352817668757
big	valid	7	woman	21	1	0.554780360132097
small	valid	7	woman	21	1	0.385267791493004
big	valid	7	woman	21	0	0.591275640459997
small	valid	7	woman	21	1	0.481967049019618
big	valid	7	woman	21	1	0.519744303384616
small	valid	7	woman	21	1	0.394929713127596
big	valid	7	woman	21	1	0.547270948324925
small	valid	7	woman	21	1	0.536554420741179
big	valid	7	woman	21	1	0.47271901378832
small	valid	7	woman	21	1	0.477488886462586
big	valid	7	woman	21	1	0.475343775507326
small	valid	7	woman	21	1	0.52743268559721
big	valid	7	woman	21	1	0.410524076650011
small	valid	7	woman	21	1	0.352947452246277
big	valid	7	woman	21	1	0.46192674167045
small	valid	7	woman	21	1	0.366699542601317
big	valid	7	woman	21	1	0.578151574024006
