cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	11	woman	20	1	0.665881633865106
small	valid	11	woman	20	1	0.61137172352407
big	valid	11	woman	20	1	0.701164403211998
small	valid	11	woman	20	1	0.497760051462719
big	valid	11	woman	20	1	0.559441744913059
small	valid	11	woman	20	1	0.53157802363987
big	valid	11	woman	20	1	0.726993908883189
small	valid	11	woman	20	1	0.521356298798423
big	valid	11	woman	20	1	0.685751749017721
small	valid	11	woman	20	0	0.537458540269942
big	valid	11	woman	20	1	0.669032953117239
small	valid	11	woman	20	1	0.563064162305662
big	valid	11	woman	20	1	0.669899561242144
small	valid	11	woman	20	1	0.561790142884506
big	valid	11	woman	20	0	0.606286768915642
small	valid	11	woman	20	1	0.398745069893792
big	valid	11	woman	20	1	0.675743991487076
small	valid	11	woman	20	1	0.615829393419093
big	valid	11	woman	20	1	0.474579806291775
small	valid	11	woman	20	0	0.741075890766315
big	valid	11	woman	20	1	0.456704667497396
small	valid	11	woman	20	1	0.567254589484456
big	valid	11	woman	20	1	0.657660878208445
small	valid	11	woman	20	1	0.531265962477103
big	valid	11	woman	20	1	0.749040861447509
small	valid	11	woman	20	1	0.573212639790222
big	valid	11	woman	20	1	0.573711755946028
small	valid	11	woman	20	1	0.616378625966751
big	valid	11	woman	20	0	0.651651080059145
small	valid	11	woman	20	1	0.501142737768878
big	valid	11	woman	20	1	0.597060950735671
small	valid	11	woman	20	1	0.445918874024261
big	valid	11	woman	20	1	0.740607171834431
small	valid	11	woman	20	1	0.517541519599548
big	valid	11	woman	20	1	0.665633133671676
small	valid	11	woman	20	1	0.706708220946334
big	valid	11	woman	20	1	0.491280204910216
small	valid	11	woman	20	1	0.453759418639392
big	valid	11	woman	20	1	0.609773283534824
small	valid	11	woman	20	1	0.46772648790242
big	valid	11	woman	20	1	0.614134641068318
small	valid	11	woman	20	1	0.401833748959022
big	valid	11	woman	20	1	0.66133360742812
small	valid	11	woman	20	1	0.579830206745384
big	valid	11	woman	20	1	0.584576727923641
small	valid	11	woman	20	1	0.566430275039317
big	valid	11	woman	20	1	0.57840715347627
small	valid	11	woman	20	1	0.74391385223604
big	valid	11	woman	20	1	0.715145016239713
small	valid	11	woman	20	1	0.489383221035871
big	valid	11	woman	20	1	0.532462023161193
small	valid	11	woman	20	1	0.58194371753124
big	valid	11	woman	20	1	0.674357364425369
small	valid	11	woman	20	1	0.519558760369121
big	valid	11	woman	20	1	0.622786486417701
small	valid	11	woman	20	1	0.674518251142119
big	valid	11	woman	20	0	0.654807976546216
small	valid	11	woman	20	1	0.478386107085611
big	valid	11	woman	20	0	0.607992740079456
small	valid	11	woman	20	1	0.646080778069602
big	valid	11	woman	20	1	0.619186439809562
small	valid	11	woman	20	1	0.727941039333728
big	valid	11	woman	20	1	0.558611565294133
small	valid	11	woman	20	1	0.698418483098165
big	valid	11	woman	20	1	0.657315975239139
small	valid	11	woman	20	1	0.552571716559457
big	valid	11	woman	20	1	0.679320436124611
small	valid	11	woman	20	1	0.474621000112622
big	valid	11	woman	20	1	0.488336866008815
small	valid	11	woman	20	1	0.585634648182695
big	valid	11	woman	20	0	0.69257150968589
small	valid	11	woman	20	0	0.55321790748793
big	valid	11	woman	20	1	0.640163510802309
small	valid	11	woman	20	1	0.621602413516282
big	valid	11	woman	20	1	0.630961640849107
small	valid	11	woman	20	1	0.551336723306597
big	valid	11	woman	20	1	0.548494198493598
small	valid	11	woman	20	0	0.537129198877212
big	valid	11	woman	20	1	0.68533479208615
small	valid	11	woman	20	1	0.861240775585335
big	invalid	11	woman	20	1	0.6191024384423
small	invalid	11	woman	20	1	0.737604501746621
big	invalid	11	woman	20	1	0.699817577772613
small	invalid	11	woman	20	1	0.637622787019632
big	invalid	11	woman	20	1	0.71435069585953
small	invalid	11	woman	20	1	0.721683869305391
big	invalid	11	woman	20	1	0.563947703778967
small	invalid	11	woman	20	1	0.640449918146672
big	invalid	11	woman	20	1	0.508219053446655
small	invalid	11	woman	20	1	0.76865937359382
big	invalid	11	woman	20	1	0.438457142661352
small	invalid	11	woman	20	1	0.606704386803969
big	invalid	11	woman	20	1	0.753330745512114
small	invalid	11	woman	20	1	0.818308155116574
big	invalid	11	woman	20	1	0.618460298630353
small	invalid	11	woman	20	1	0.529567457418638
big	invalid	11	woman	20	1	0.485703054214739
small	invalid	11	woman	20	1	0.584165061594901
big	invalid	11	woman	20	1	0.603109236318767
small	invalid	11	woman	20	1	0.389376461033995
big	invalid	11	woman	20	1	0.578070478449194
small	invalid	11	woman	20	1	0.514584231890602
big	invalid	11	woman	20	0	0.541278508485627
small	invalid	11	woman	20	1	0.586596708942093
big	invalid	11	woman	20	1	0.585620963133648
small	invalid	11	woman	20	1	0.675121821648502
big	invalid	11	woman	20	1	0.617178506089997
small	invalid	11	woman	20	1	0.609434398692294
big	invalid	11	woman	20	0	0.505297314481699
small	invalid	11	woman	20	1	0.698921757824772
big	invalid	11	woman	20	1	0.514076908362721
small	invalid	11	woman	20	1	0.549095852325468
big	invalid	11	woman	20	0	0.629635388456807
small	invalid	11	woman	20	1	0.71442115434956
big	invalid	11	woman	20	1	0.508590448299404
small	invalid	11	woman	20	1	0.745990488270038
big	invalid	11	woman	20	1	0.625170186250676
small	invalid	11	woman	20	0	0.721337315682342
big	invalid	11	woman	20	1	0.528714697847161
small	invalid	11	woman	20	1	0.575520499980575
big	invalid	11	woman	20	1	0.648648871102948
small	invalid	11	woman	20	1	0.655429689442648
big	invalid	11	woman	20	1	0.837633695619185
small	invalid	11	woman	20	1	0.70652245174139
big	invalid	11	woman	20	1	0.601721894563632
small	invalid	11	woman	20	1	0.529433412614269
big	invalid	11	woman	20	1	0.723782350640149
small	invalid	11	woman	20	1	0.558102400799049
big	invalid	11	woman	20	1	0.600111377063724
small	invalid	11	woman	20	1	0.624662042250385
big	invalid	11	woman	20	1	0.384349799587557
small	invalid	11	woman	20	1	1.11003303550717
big	invalid	11	woman	20	1	0.556088796986718
small	invalid	11	woman	20	1	0.742325389327517
big	invalid	11	woman	20	1	0.606984738797082
small	invalid	11	woman	20	1	0.631367837410624
big	invalid	11	woman	20	1	0.548598380985008
small	invalid	11	woman	20	0	0.68016111939246
big	invalid	11	woman	20	1	0.492386173273064
small	invalid	11	woman	20	1	0.466997923558741
big	invalid	11	woman	20	1	0.532600842812896
small	invalid	11	woman	20	1	0.649492513224805
big	invalid	11	woman	20	1	0.366091789316757
small	invalid	11	woman	20	1	0.82171394642984
big	invalid	11	woman	20	1	0.659947490177129
small	invalid	11	woman	20	1	0.67533250933015
big	invalid	11	woman	20	1	0.552343135745464
small	invalid	11	woman	20	1	0.584654279300208
big	invalid	11	woman	20	1	0.567886708178416
small	invalid	11	woman	20	1	0.679162280033486
big	invalid	11	woman	20	1	0.655033289286528
small	invalid	11	woman	20	0	0.664954035089295
big	invalid	11	woman	20	1	0.763987574455262
small	invalid	11	woman	20	1	0.726119988805392
big	invalid	11	woman	20	1	0.533582774783011
small	invalid	11	woman	20	1	0.742656128996238
big	invalid	11	woman	20	1	0.553625725982395
small	invalid	11	woman	20	1	0.648958717603851
big	invalid	11	woman	20	1	0.586944594692116
small	invalid	11	woman	20	1	0.69649260015082
big	invalid	11	woman	20	0	0.471151827528286
small	invalid	11	woman	20	1	0.730637612095852
big	invalid	11	woman	20	1	0.59877793527128
small	invalid	11	woman	20	1	0.511522357664609
big	invalid	11	woman	20	1	0.559467178582422
small	invalid	11	woman	20	1	0.668460249985764
big	invalid	11	woman	20	0	0.662749167148987
small	invalid	11	woman	20	1	0.583165955289058
big	invalid	11	woman	20	1	0.748785051917982
small	invalid	11	woman	20	1	0.621346602988637
big	invalid	11	woman	20	1	0.57807917049725
small	invalid	11	woman	20	1	0.508048525875005
big	invalid	11	woman	20	0	0.594074398155826
small	invalid	11	woman	20	1	0.552581982460056
big	invalid	11	woman	20	1	0.663294279139321
small	invalid	11	woman	20	1	0.595257208762513
big	invalid	11	woman	20	0	0.447830720352799
small	invalid	11	woman	20	1	0.732043432152035
big	invalid	11	woman	20	1	0.657699207957293
small	invalid	11	woman	20	0	0.530973412925318
big	invalid	11	woman	20	1	0.401920561373126
small	invalid	11	woman	20	1	0.573181357927552
big	invalid	11	woman	20	1	0.711110860474408
small	invalid	11	woman	20	1	0.670031682372933
big	invalid	11	woman	20	1	0.517110595746739
small	invalid	11	woman	20	1	0.623822448499892
big	invalid	11	woman	20	1	0.61226174859669
small	invalid	11	woman	20	1	0.688398127279241
big	invalid	11	woman	20	1	0.738927890452551
small	invalid	11	woman	20	1	0.584468617872317
big	invalid	11	woman	20	1	0.50833015149517
small	invalid	11	woman	20	1	0.585629429719247
big	invalid	11	woman	20	1	0.66186335209947
small	invalid	11	woman	20	1	0.757911860538632
big	invalid	11	woman	20	1	0.63582366227149
small	invalid	11	woman	20	1	0.660143179865693
big	invalid	11	woman	20	0	0.547250101827392
small	invalid	11	woman	20	1	0.714502071760336
big	invalid	11	woman	20	1	0.536722074794395
small	invalid	11	woman	20	1	0.681983093725135
big	invalid	11	woman	20	1	0.779558077957806
small	invalid	11	woman	20	1	0.781286856982419
big	invalid	11	woman	20	1	0.550984365430583
small	invalid	11	woman	20	1	0.779627284933509
big	invalid	11	woman	20	1	0.607854643805402
small	invalid	11	woman	20	1	0.588679396263782
big	invalid	11	woman	20	1	0.531533828037548
small	invalid	11	woman	20	1	0.777595981885982
big	invalid	11	woman	20	1	0.670183425937786
small	invalid	11	woman	20	1	0.596296455927219
big	invalid	11	woman	20	1	0.553951610656311
small	invalid	11	woman	20	1	0.747482624833489
big	invalid	11	woman	20	1	0.489962733773866
small	invalid	11	woman	20	1	0.534988130090738
big	invalid	11	woman	20	1	0.560109104235055
small	invalid	11	woman	20	1	0.585159504826772
big	invalid	11	woman	20	1	0.648467475762776
small	invalid	11	woman	20	1	0.598109670032138
big	invalid	11	woman	20	1	0.641781153346314
small	invalid	11	woman	20	1	0.841854414332958
big	invalid	11	woman	20	1	0.581500366473254
small	invalid	11	woman	20	1	0.67909384958404
big	invalid	11	woman	20	1	0.637050691479646
small	invalid	11	woman	20	0	0.601221254395315
big	invalid	11	woman	20	1	0.539383965384418
small	invalid	11	woman	20	1	0.561870175271041
big	invalid	11	woman	20	1	0.694109002830329
small	invalid	11	woman	20	1	0.509971442642936
big	invalid	11	woman	20	1	0.455369591622477
small	invalid	11	woman	20	1	0.662034015304353
big	invalid	11	woman	20	1	0.725476716349705
small	invalid	11	woman	20	1	0.625590737121466
big	invalid	11	woman	20	1	0.493294294618282
small	invalid	11	woman	20	1	0.640199843691596
big	invalid	11	woman	20	1	0.491070211495223
small	invalid	11	woman	20	1	0.737255184583895
big	invalid	11	woman	20	1	0.557750125841945
small	invalid	11	woman	20	1	0.587643232810317
big	invalid	11	woman	20	1	0.582455135562581
small	invalid	11	woman	20	1	0.656471397642754
big	invalid	11	woman	20	1	0.615352553750487
small	invalid	11	woman	20	1	0.720204105279088
big	invalid	11	woman	20	1	0.660841020251874
small	invalid	11	woman	20	1	0.73534170040367
big	invalid	11	woman	20	1	0.496268244880824
small	invalid	11	woman	20	1	0.664537830358343
big	invalid	11	woman	20	1	0.611266845160172
small	invalid	11	woman	20	1	0.451423704248998
big	invalid	11	woman	20	0	0.595962813041368
small	invalid	11	woman	20	1	0.669141234052633
big	invalid	11	woman	20	1	0.745332843395743
small	invalid	11	woman	20	1	0.808975462572095
big	invalid	11	woman	20	1	0.634578125640138
small	invalid	11	woman	20	1	0.610043093611305
big	invalid	11	woman	20	1	0.674110048737579
small	invalid	11	woman	20	1	0.824602337479556
big	invalid	11	woman	20	1	0.540893278526358
small	invalid	11	woman	20	1	0.759819097702356
big	invalid	11	woman	20	0	0.579411194557792
small	invalid	11	woman	20	1	0.807265680333197
big	invalid	11	woman	20	1	0.532174586954311
small	invalid	11	woman	20	1	0.68178219814895
big	invalid	11	woman	20	0	0.679891064096086
small	invalid	11	woman	20	1	0.623786685326899
big	invalid	11	woman	20	1	0.54558282362061
small	invalid	11	woman	20	1	0.7083285544702
big	invalid	11	woman	20	1	0.678128449603828
small	invalid	11	woman	20	1	0.748402991933682
big	invalid	11	woman	20	1	0.502414100815722
small	invalid	11	woman	20	0	0.591656615332039
big	invalid	11	woman	20	1	0.47645901963158
small	invalid	11	woman	20	1	0.718077124196075
big	invalid	11	woman	20	1	0.520050042576276
small	invalid	11	woman	20	1	0.647062503751431
big	invalid	11	woman	20	1	0.457063352387628
small	invalid	11	woman	20	1	0.609736508256892
big	invalid	11	woman	20	1	0.580022213573986
small	invalid	11	woman	20	1	0.596966757082393
big	invalid	11	woman	20	1	0.6022562386441
small	invalid	11	woman	20	0	0.692776504647815
big	invalid	11	woman	20	1	0.609885907721162
small	invalid	11	woman	20	1	0.597607902195598
big	invalid	11	woman	20	1	0.497898784295703
small	invalid	11	woman	20	0	0.704178717591062
big	invalid	11	woman	20	1	0.534687446308139
small	invalid	11	woman	20	1	0.744923001615743
big	invalid	11	woman	20	1	0.561576538574194
small	invalid	11	woman	20	1	0.514495657972678
big	invalid	11	woman	20	1	0.737147779569374
small	invalid	11	woman	20	1	0.596299676074721
big	invalid	11	woman	20	1	0.723474578641258
small	invalid	11	woman	20	1	0.521911562255236
big	invalid	11	woman	20	1	0.530329823534744
small	invalid	11	woman	20	1	0.61802830314617
big	invalid	11	woman	20	1	0.621589804123368
small	invalid	11	woman	20	1	0.62178389886861
big	invalid	11	woman	20	1	0.495487366840936
small	invalid	11	woman	20	1	0.58730692253535
big	invalid	11	woman	20	1	0.65539344807807
small	invalid	11	woman	20	1	0.643747614075731
big	invalid	11	woman	20	1	0.575777250610493
small	invalid	11	woman	20	1	0.5285909346682
big	invalid	11	woman	20	1	0.738061653214491
small	invalid	11	woman	20	1	0.831069438958085
big	invalid	11	woman	20	1	0.513056859842753
small	invalid	11	woman	20	1	0.642235467016807
big	invalid	11	woman	20	1	0.564866464071414
small	invalid	11	woman	20	1	0.710561079275661
big	invalid	11	woman	20	1	0.690308626886158
small	invalid	11	woman	20	1	0.637102421077917
big	invalid	11	woman	20	1	0.646333153515037
small	invalid	11	woman	20	0	0.704189607625457
big	invalid	11	woman	20	1	0.629714110174212
small	invalid	11	woman	20	1	0.625845331449982
big	invalid	11	woman	20	1	0.573472647526706
small	invalid	11	woman	20	1	0.711763459029489
big	invalid	11	woman	20	1	0.604886395456401
small	invalid	11	woman	20	1	0.601941791752458
big	invalid	11	woman	20	1	0.609390121074147
small	invalid	11	woman	20	1	0.570245181548341
