cueSize	targetValidity	sbj	gender	age	answerCorrect	reactionTime
big	valid	1	man	24	1	0.832475223910756
small	valid	1	man	24	1	0.923113958522028
big	valid	1	man	24	1	0.746775785570263
small	valid	1	man	24	1	0.623715865108052
big	valid	1	man	24	1	0.363022919171992
small	valid	1	man	24	1	0.780612124826048
big	valid	1	man	24	0	0.597089646571483
small	valid	1	man	24	1	0.606612614789501
big	valid	1	man	24	1	0.647507776026968
small	valid	1	man	24	1	0.609881436126743
big	valid	1	man	24	1	0.54404395890172
small	valid	1	man	24	1	0.597466345610153
big	valid	1	man	24	1	0.603978117339457
small	valid	1	man	24	1	0.491133190529065
big	valid	1	man	24	1	0.462825376323472
small	valid	1	man	24	1	0.636525454096421
big	valid	1	man	24	1	0.776480749189942
small	valid	1	man	24	1	0.585736715171243
big	valid	1	man	24	1	0.666751832680325
small	valid	1	man	24	1	0.578008640122679
big	valid	1	man	24	1	0.725687763498033
small	valid	1	man	24	1	0.603862610667314
big	valid	1	man	24	1	0.58148854988139
small	valid	1	man	24	1	0.53800572957189
big	valid	1	man	24	1	0.636604937368496
small	valid	1	man	24	1	0.468140643378687
big	valid	1	man	24	1	0.646096179744778
small	valid	1	man	24	1	0.609192934768138
big	valid	1	man	24	1	0.627026594790364
small	valid	1	man	24	1	0.641222131920154
big	valid	1	man	24	1	0.603428602268842
small	valid	1	man	24	1	0.522179007500796
big	valid	1	man	24	0	0.60287020407564
small	valid	1	man	24	1	0.800213269276635
big	valid	1	man	24	1	0.661343949363477
small	valid	1	man	24	1	0.488882015305599
big	valid	1	man	24	1	0.56272944500425
small	valid	1	man	24	1	0.513307699464135
big	valid	1	man	24	1	0.640379943660789
small	valid	1	man	24	1	0.857381635314476
big	valid	1	man	24	1	0.566822481766475
small	valid	1	man	24	1	0.621000991340869
big	valid	1	man	24	1	0.647879646996634
small	valid	1	man	24	1	0.59119458667401
big	valid	1	man	24	1	0.527665609466401
small	valid	1	man	24	1	0.6258189337041
big	valid	1	man	24	1	0.712594219778312
small	valid	1	man	24	1	0.599373380982219
big	valid	1	man	24	1	0.480706940930191
small	valid	1	man	24	0	0.534382476426132
big	valid	1	man	24	1	0.680850474536013
small	valid	1	man	24	1	0.559266660295395
big	valid	1	man	24	1	0.631977357067493
small	valid	1	man	24	99	0
big	valid	1	man	24	1	0.793909309261291
small	valid	1	man	24	1	0.704275190914934
big	valid	1	man	24	1	0.561930481204883
small	valid	1	man	24	1	0.677476613477685
big	valid	1	man	24	1	0.607993495428169
small	valid	1	man	24	1	0.675553108586665
big	valid	1	man	24	1	0.509489284298885
small	valid	1	man	24	1	0.490389940760498
big	valid	1	man	24	1	0.691860060739348
small	valid	1	man	24	1	0.656492161834101
big	valid	1	man	24	1	0.433123637165144
small	valid	1	man	24	1	0.837833495382316
